NAME,CZ,LOGMSTAR,LOGMH,RADEG,DEDEG,GRPCZ,CCR,CCB
ECO09826,5759.1,8.77,10.89,177.61,45.939,5759.1,1.12,1.0
ECO09827,6839.0,9.35,13.3,186.0,45.944,7174.4,1.13,1.0
ECO09828,7265.3,8.89,10.85,154.624,45.949,7265.3,1.15,1.0
ECO09829,7255.5,9.31,11.0,190.689,45.96,7255.5,1.08,1.0
ECO09830,7275.9,9.21,11.02,132.145,45.962,7275.9,1.11,1.0
ECO09831,7223.7,8.41,10.82,179.362,45.97,7223.7,1.33,1.0
ECO09832,6950.5,9.51,13.3,186.296,45.976,7174.4,1.14,1.0
ECO09833,7339.6,9.19,11.1,176.527,45.977,7339.6,1.12,1.0
ECO09834,6701.7,9.57,11.02,163.952,45.983,6701.7,1.05,1.0
ECO09835,6067.3,9.95,11.54,161.784,7.261,5979.4,1.07,1.0
ECO09836,5458.9,8.53,10.83,160.294,46.011,5458.9,1.25,1.0
ECO09837,7327.0,9.19,10.98,176.299,46.045,7327.0,1.11,1.0
ECO09838,7433.9,8.65,10.83,171.498,46.083,7433.9,1.24,1.0
ECO09839,5962.5,9.25,11.15,234.814,46.133,5962.5,1.11,1.0
ECO09840,7349.8,8.83,10.89,186.732,46.145,7349.8,1.14,1.0
ECO09841,7283.9,9.31,11.13,175.248,46.16,7283.9,1.14,1.0
ECO09842,7433.8,10.01,11.23,186.18,46.279,7433.8,1.06,1.0
ECO09843,5775.4,8.65,10.81,164.144,46.288,5775.4,1.29,1.0
ECO09844,7119.9,8.59,11.48,132.204,46.295,7119.4,1.34,1.0
ECO09845,6034.7,8.75,10.86,227.76,46.32,6034.7,1.17,1.0
ECO09846,3128.2,9.17,11.55,135.065,35.728,3121.5,1.08,1.0
ECO09847,5664.9,10.65,11.91,161.861,6.048,5664.9,1.05,1.0
ECO09848,6514.7,9.05,10.94,165.138,46.344,6514.7,1.02,1.0
ECO09849,5695.0,8.79,10.9,165.236,46.403,5695.0,1.16,1.0
ECO09850,7252.0,8.91,10.88,154.052,46.476,7252.0,1.11,1.0
ECO09851,6529.1,8.83,11.9,163.565,46.522,6753.4,1.14,1.0
ECO09852,7393.1,8.73,10.9,169.407,46.527,7393.1,1.16,1.0
ECO09853,7398.2,8.77,10.88,154.37,46.563,7398.2,1.15,1.0
ECO09854,6691.4,9.19,11.03,165.258,46.565,6691.4,1.06,1.0
ECO09855,7348.6,9.45,11.22,185.452,46.617,7348.6,1.13,1.0
ECO09856,7177.7,10.37,11.78,184.334,46.635,7147.5,1.18,1.0
ECO09857,6019.7,9.51,11.07,236.106,46.66,6019.7,1.09,1.0
ECO09858,6462.9,10.59,12.22,161.914,26.295,6516.1,1.01,1.0
ECO09859,7347.4,8.53,11.53,188.28,46.667,7368.6,1.29,1.0
ECO09860,5071.6,8.37,10.75,142.299,46.696,5071.6,1.47,1.0
ECO09861,7426.7,8.87,10.9,190.908,46.708,7426.7,1.13,1.0
ECO09862,6745.4,8.83,10.98,171.433,46.709,6745.4,1.09,1.0
ECO09863,7225.6,9.25,12.47,183.302,46.723,7288.1,1.1,1.0
ECO09864,7014.7,9.39,12.19,151.311,46.753,7211.6,1.06,1.0
ECO09865,7429.7,9.77,11.14,153.753,46.757,7429.7,1.08,1.0
ECO09866,6125.3,8.93,10.87,229.827,46.796,6125.3,1.1,1.0
ECO09867,7162.5,9.99,12.47,183.117,46.797,7288.1,1.05,1.0
ECO09868,4108.2,8.49,11.5,216.033,46.8,4108.2,1.08,1.0
ECO09869,2584.7,9.87,11.45,161.923,11.077,2621.5,1.14,1.0
ECO09870,5798.4,8.99,11.18,178.051,46.891,5769.6,1.13,1.0
ECO09871,7413.0,9.03,12.47,183.057,46.912,7288.1,1.05,1.0
ECO09872,7289.9,9.61,11.17,153.214,46.913,7228.8,1.08,1.0
ECO09873,7167.7,8.71,11.17,153.241,46.913,7228.8,1.22,1.0
ECO09874,6661.2,8.95,10.98,168.064,46.97,6661.2,1.13,1.0
ECO09875,7284.5,8.67,11.28,196.076,47.009,7334.3,1.18,1.0
ECO09876,4346.8,9.75,11.06,133.019,47.036,4346.8,1.06,1.0
ECO09877,7159.2,9.81,11.17,130.576,47.078,7159.2,1.06,1.0
ECO09878,7232.2,8.89,11.02,184.429,47.082,7293.3,1.13,1.0
ECO09879,7217.0,8.83,11.28,195.955,47.093,7334.3,1.14,1.0
ECO09880,7396.3,10.05,11.19,197.581,47.124,7396.3,1.03,1.0
ECO09881,4372.4,9.21,11.02,187.574,47.21,4372.4,1.12,1.0
ECO09882,5112.2,9.21,11.02,202.615,47.247,5112.2,1.1,1.0
ECO09883,7333.3,9.11,11.07,184.105,47.261,7333.3,1.13,1.0
ECO09884,4928.5,8.89,10.88,171.033,47.269,4928.5,1.15,1.0
ECO09885,7350.8,9.19,10.95,152.995,47.28,7350.8,1.06,1.0
ECO09886,7317.9,8.67,10.81,192.366,47.282,7317.9,1.27,1.0
ECO09887,7443.4,8.97,11.0,189.025,47.302,7443.4,1.09,1.0
ECO09888,7333.6,9.53,12.17,184.306,47.347,7292.4,1.07,1.0
ECO09889,5994.9,9.23,11.0,167.577,47.371,5994.9,1.06,1.0
ECO09890,6569.3,10.15,12.22,161.97,26.251,6516.1,1.15,1.0
ECO09891,7106.7,8.97,12.5,195.848,47.376,7312.3,1.08,1.0
ECO09892,7344.7,9.95,12.5,195.793,47.381,7312.3,1.04,1.0
ECO09893,7286.5,9.19,10.89,195.601,47.431,7286.5,1.11,1.0
ECO09894,6730.2,9.17,11.94,163.913,47.51,6680.3,1.11,1.0
ECO09895,6747.1,8.87,10.91,164.35,47.51,6747.1,1.1,1.0
ECO09896,7220.4,8.69,12.17,184.19,47.545,7292.4,1.22,1.0
ECO09897,6520.4,9.55,12.37,163.572,47.564,6680.5,1.08,1.0
ECO09898,5991.4,9.37,11.24,192.229,47.669,5991.4,1.11,1.0
ECO09899,7410.9,8.57,11.67,192.137,47.678,7291.7,1.17,1.0
ECO09900,4475.7,8.95,10.97,150.917,47.706,4475.7,1.13,1.0
ECO09901,2658.4,8.83,11.45,161.974,10.898,2621.5,1.1,1.0
ECO09902,7329.9,8.63,10.85,189.754,47.735,7329.9,1.2,1.0
ECO09903,6630.5,8.85,10.87,164.185,47.767,6630.5,1.13,1.0
ECO09904,7218.2,8.75,11.67,192.15,47.785,7291.7,1.15,1.0
ECO09905,7441.0,9.31,11.14,183.402,47.801,7441.0,1.15,1.0
ECO09906,7224.5,9.07,11.24,182.902,47.836,7284.5,1.12,1.0
ECO09907,4789.6,8.83,11.03,169.358,47.854,4868.9,1.15,1.0
ECO09908,7344.8,9.41,11.06,196.405,47.917,7344.8,1.09,1.0
ECO09909,4733.7,9.01,10.9,209.832,47.956,4733.7,1.11,1.0
ECO09910,7428.3,8.37,10.8,147.669,47.966,7428.3,1.38,1.0
ECO09911,7220.8,9.35,11.29,182.533,47.981,7220.8,1.15,1.0
ECO09912,6288.3,10.63,11.9,162.005,28.246,6253.3,1.04,1.0
ECO09913,7380.3,9.01,10.91,183.884,47.987,7380.3,1.1,1.0
ECO09914,5389.2,9.59,11.08,134.219,47.99,5370.0,1.06,1.0
ECO09915,6091.5,8.97,10.96,192.831,48.029,6091.5,1.13,1.0
ECO09916,4711.4,9.03,10.9,209.123,48.052,4711.4,1.1,1.0
ECO09917,5822.6,9.01,10.89,234.605,48.056,5822.6,1.05,1.0
ECO09918,7401.0,10.03,11.28,145.768,48.087,7401.0,1.08,1.0
ECO09919,7417.2,8.85,10.89,151.546,48.103,7417.2,1.14,1.0
ECO09920,5350.8,8.95,11.08,134.186,48.117,5370.0,1.13,1.0
ECO09921,7202.3,9.07,11.1,233.319,48.12,7202.3,1.12,1.0
ECO09922,5743.8,9.13,11.04,171.076,48.147,5743.8,1.13,1.0
ECO09923,4679.9,9.23,11.64,161.977,0.812,4619.8,1.11,1.0
ECO09924,7399.3,8.73,10.88,182.88,48.155,7399.3,1.14,1.0
ECO09925,6634.2,8.91,10.87,163.1,48.201,6634.2,1.14,1.0
ECO09926,7467.1,10.19,11.44,146.882,48.253,7467.1,1.08,1.0
ECO09927,4481.5,8.97,10.97,181.891,48.296,4481.5,1.13,1.0
ECO09928,7117.0,9.07,10.95,173.426,48.319,7117.0,1.07,1.0
ECO09929,6696.3,9.25,11.07,163.829,48.424,6696.3,1.12,1.0
ECO09930,7150.7,8.73,10.99,185.117,48.447,7150.7,1.13,1.0
ECO09931,6600.6,8.93,11.0,165.672,48.451,6600.6,1.13,1.0
ECO09932,4934.9,9.27,10.98,143.01,48.551,4934.9,1.06,1.0
ECO09933,7046.1,9.47,11.09,196.766,48.61,7046.1,1.07,1.0
ECO09934,5902.9,11.23,12.62,162.034,18.189,5831.5,1.02,1.0
ECO09935,6987.3,9.17,10.95,163.711,48.7,6987.3,1.06,1.0
ECO09936,7359.7,8.73,10.9,143.797,48.719,7359.7,1.16,1.0
ECO09937,5254.0,8.67,11.04,134.249,48.776,5212.6,1.16,1.0
ECO09938,6940.7,8.87,11.0,156.334,48.802,6924.7,1.17,1.0
ECO09939,6908.7,8.61,11.0,156.335,48.805,6924.7,1.19,1.0
ECO09940,5171.1,8.47,11.04,134.465,48.862,5212.6,1.18,1.0
ECO09941,7361.4,8.71,10.87,167.346,48.969,7361.4,1.17,1.0
ECO09942,6952.5,9.29,11.87,163.772,49.079,6776.4,1.12,1.0
ECO09943,5869.1,8.43,10.81,225.621,49.195,5869.1,1.31,1.0
ECO09944,6708.1,9.19,10.99,163.793,49.371,6708.1,1.11,1.0
ECO09945,6453.6,9.71,11.33,162.032,14.693,6453.6,1.18,1.0
ECO09946,7065.9,8.91,11.02,180.622,49.46,7065.9,1.13,1.0
ECO09947,7084.9,9.33,11.24,132.509,49.478,7084.9,1.09,1.0
ECO09948,7312.1,9.07,10.91,175.285,49.518,7312.1,1.09,1.0
ECO09949,5931.0,9.43,10.99,225.942,49.526,5931.0,1.05,1.0
ECO09950,4016.3,8.39,10.81,214.275,49.579,4016.3,1.34,1.0
ECO09951,7082.7,8.49,11.34,176.31,49.602,7108.4,1.18,1.0
ECO09952,6915.3,8.59,10.83,162.853,49.639,6915.3,1.25,1.0
ECO09953,7088.2,8.87,10.91,179.392,49.692,7088.2,1.15,1.0
ECO09954,7198.4,9.33,11.12,194.309,49.695,7198.4,1.14,1.0
ECO09955,7216.3,9.11,10.96,164.652,49.748,7216.3,1.05,1.0
ECO09956,3566.8,9.45,11.23,134.954,5.061,3566.8,1.09,1.0
ECO09957,6238.4,10.27,12.03,162.114,26.584,6238.4,1.01,1.0
ECO09958,6261.5,8.69,10.82,183.405,49.845,6261.5,1.23,1.0
ECO09959,6577.2,8.91,10.91,234.592,45.802,6577.2,1.14,1.0
ECO09960,6470.2,8.35,10.81,166.463,42.969,6470.2,1.34,1.0
ECO09961,6748.1,8.75,10.98,193.753,34.882,6748.1,1.15,1.0
ECO09962,6000.9,9.27,11.14,205.805,36.749,6000.9,1.11,1.0
ECO09963,6553.1,8.33,10.8,218.458,29.569,6553.1,1.4,1.0
ECO09964,3970.9,9.27,10.98,154.649,21.709,3970.9,1.04,1.0
ECO09965,6873.9,8.99,10.9,174.3,21.219,6873.9,1.03,1.0
ECO09966,6492.5,9.23,11.1,198.55,20.519,6492.5,1.09,1.0
ECO09967,4559.6,10.21,11.64,162.079,0.841,4619.8,1.16,1.0
ECO09968,7043.4,8.69,10.93,150.428,11.555,7043.4,1.09,1.0
ECO09969,5088.1,9.15,12.98,149.627,10.183,5219.1,1.04,1.0
ECO09970,7002.1,8.59,10.97,208.405,8.353,7002.1,1.09,1.0
ECO09971,5493.9,9.99,11.19,195.656,27.176,5493.9,1.07,1.0
ECO09972,6298.1,9.57,14.45,194.897,27.864,6589.0,1.06,1.42
ECO09973,6589.2,9.79,11.08,194.085,26.704,6589.2,1.05,1.0
ECO09974,7165.4,9.67,14.45,193.934,27.716,6589.0,1.06,1.42
ECO09975,5749.7,10.03,11.33,194.007,26.757,5837.0,1.08,1.0
ECO09976,5453.5,9.93,11.23,144.978,9.475,5453.5,1.1,1.0
ECO09977,6070.0,9.79,11.0,154.823,0.344,6070.0,1.0,1.0
ECO09978,6379.4,10.21,11.6,162.195,26.77,6403.9,1.13,1.0
ECO09979,7281.4,10.01,11.36,184.111,10.895,7281.4,1.08,1.0
ECO09980,7368.4,9.69,11.66,214.158,5.11,7368.4,1.05,1.0
ECO09981,4359.2,9.93,11.49,237.136,8.588,4359.2,1.13,1.0
ECO09982,5860.0,8.55,10.78,204.675,-0.253,5860.0,1.45,1.0
ECO09983,7181.6,8.91,11.81,196.411,29.35,7234.6,1.07,1.0
ECO09984,7141.7,9.97,11.24,163.962,49.678,7141.7,1.1,1.0
ECO09985,7321.9,10.21,11.67,192.178,47.775,7291.7,1.1,1.0
ECO09986,7075.3,9.35,11.26,233.726,47.762,7075.3,1.11,1.0
ECO09987,7303.9,10.35,13.3,186.362,45.761,7174.4,1.15,1.0
ECO09988,5876.7,10.11,11.33,227.537,46.105,5876.7,1.07,1.0
ECO09989,2853.1,9.25,11.21,162.235,14.22,2853.1,1.1,1.0
ECO09990,4869.1,9.39,11.0,146.273,45.587,4869.1,1.03,1.0
ECO09991,5881.1,9.89,11.3,163.251,45.652,5881.1,1.16,1.0
ECO09992,7230.4,9.81,11.29,175.949,43.579,7230.4,1.07,1.0
ECO09993,5637.1,8.93,11.06,227.07,42.916,5625.2,1.13,1.0
ECO09994,7405.0,10.47,11.49,140.219,42.709,7349.6,1.18,1.0
ECO09995,4273.0,9.87,11.28,143.281,41.174,4310.0,1.0,1.0
ECO09996,6892.6,10.45,11.87,153.613,40.945,6987.1,1.08,1.0
ECO09997,6897.8,8.73,10.88,182.487,41.208,6897.8,1.16,1.0
ECO09998,5548.9,9.67,11.07,218.167,40.954,5548.9,1.0,1.0
ECO09999,7197.0,10.13,11.6,132.641,40.398,7231.5,1.17,1.0
ECO10000,5628.4,10.39,11.78,162.309,15.809,5615.2,1.1,1.0
ECO10001,6946.3,9.09,11.0,151.029,40.084,6946.3,1.1,1.0
ECO10002,3654.4,8.75,10.91,220.175,40.661,3654.4,1.16,1.0
ECO10003,7418.3,10.17,11.31,130.988,39.605,7418.3,1.06,1.0
ECO10004,6171.2,10.01,11.2,181.069,39.282,6171.2,1.07,1.0
ECO10005,7371.7,9.39,11.08,193.776,39.468,7371.7,1.12,1.0
ECO10006,6060.2,9.81,12.14,144.176,38.182,6082.4,1.06,1.0
ECO10007,6915.7,9.57,11.17,178.802,37.995,6915.7,1.1,1.0
ECO10008,7380.6,9.43,11.11,190.32,37.824,7380.6,1.11,1.0
ECO10009,6114.9,8.67,10.85,191.105,38.018,6114.9,1.19,1.0
ECO10010,6121.5,9.89,11.21,204.544,38.666,6121.5,1.09,1.0
ECO10011,6682.2,10.95,13.08,162.365,16.218,6330.9,1.01,1.0
ECO10012,5622.0,10.11,11.95,209.087,38.43,5700.9,1.06,1.0
ECO10013,3811.6,9.17,11.47,220.109,38.695,3844.0,1.08,1.0
ECO10014,7045.3,10.23,11.34,136.331,37.614,7045.3,1.19,1.0
ECO10015,6345.5,9.73,11.14,188.065,37.528,6345.5,1.08,1.0
ECO10016,4868.1,9.91,11.14,141.792,35.291,4868.1,1.01,1.0
ECO10017,6092.1,9.45,11.63,144.497,35.199,6189.5,1.12,1.0
ECO10018,6545.0,10.19,11.31,139.242,34.667,6545.0,1.15,1.0
ECO10019,6993.1,10.23,11.42,139.351,34.674,6993.1,1.15,1.0
ECO10020,6839.0,9.95,12.47,140.087,34.564,6839.0,1.01,1.0
ECO10021,6776.3,8.87,10.93,191.158,34.645,6776.3,1.15,1.0
ECO10022,7064.6,10.01,12.04,162.36,12.325,6919.3,1.16,1.0
ECO10023,7034.4,9.65,11.06,193.013,34.187,7034.4,1.04,1.0
ECO10024,7355.2,10.17,11.35,195.116,34.38,7355.2,1.1,1.0
ECO10025,6996.8,9.01,11.06,204.834,34.688,6996.8,1.12,1.0
ECO10026,6619.7,9.11,11.2,234.959,34.658,6630.3,1.11,1.0
ECO10027,6288.6,10.01,11.94,140.248,33.195,6349.9,1.05,1.0
ECO10028,7092.1,10.25,11.58,140.988,32.965,7149.5,1.08,1.0
ECO10029,7432.1,10.19,11.39,185.565,33.332,7432.1,1.08,1.0
ECO10030,6895.0,9.83,12.7,189.403,33.615,6937.0,1.14,1.0
ECO10031,6829.5,10.11,11.31,204.202,33.489,6829.5,1.15,1.0
ECO10032,6694.7,8.59,11.16,214.311,32.815,6732.9,1.25,1.0
ECO10033,6881.9,10.75,12.04,162.363,12.201,6919.3,1.07,1.0
ECO10034,6787.2,10.47,11.52,216.068,33.613,6787.2,1.14,1.0
ECO10035,4604.5,9.65,11.15,231.688,33.683,4604.5,1.07,1.0
ECO10036,7034.2,10.03,11.24,139.445,32.468,7034.2,1.05,1.0
ECO10037,7013.1,10.93,12.06,193.469,32.242,7013.1,1.02,1.0
ECO10038,6916.1,10.51,13.07,139.157,30.905,6905.5,1.09,1.0
ECO10039,6815.8,9.73,11.23,181.662,31.401,6815.8,1.08,1.0
ECO10040,7002.9,9.39,11.17,182.246,31.301,7002.9,1.1,1.0
ECO10041,7010.6,9.83,11.33,194.262,31.625,6952.6,1.14,1.0
ECO10042,6526.8,10.11,11.38,147.094,30.374,6575.4,1.06,1.0
ECO10043,7295.9,10.07,11.23,171.111,29.867,7295.9,1.07,1.0
ECO10044,6485.3,10.93,13.08,162.43,16.239,6330.9,1.0,1.0
ECO10045,6437.8,10.31,11.62,193.781,30.513,6348.9,1.15,1.0
ECO10046,5552.5,9.19,11.03,130.689,28.521,5552.5,1.12,1.0
ECO10047,6951.0,10.13,11.62,174.621,28.504,6994.4,1.11,1.0
ECO10048,7032.6,9.87,11.4,185.684,27.737,7029.8,1.03,1.0
ECO10049,5110.3,9.45,11.15,133.828,27.346,5110.3,1.09,1.0
ECO10050,7246.2,9.93,11.24,186.263,27.375,7246.2,1.05,1.0
ECO10051,7212.6,10.23,13.58,189.016,27.078,7278.7,1.08,1.0
ECO10052,6656.6,10.25,11.43,186.727,26.69,6656.6,1.08,1.0
ECO10053,6500.5,9.87,13.39,189.02,26.596,6584.5,1.05,1.0
ECO10054,4829.8,9.83,13.54,216.811,25.889,4479.8,1.07,1.0
ECO10055,7178.4,10.93,12.32,162.53,36.342,7073.9,1.0,1.0
ECO10056,6183.8,10.21,11.4,155.532,25.488,6183.8,1.12,1.0
ECO10057,6155.6,9.97,11.94,162.75,25.172,6167.3,1.05,1.0
ECO10058,6335.2,9.41,11.12,180.813,24.796,6335.2,1.13,1.0
ECO10059,6824.6,9.95,13.35,182.199,25.471,6565.4,1.1,1.0
ECO10060,6808.3,10.19,11.32,186.966,24.942,6808.3,1.16,1.0
ECO10061,4561.0,9.23,12.14,217.727,25.675,4479.8,1.09,1.0
ECO10062,5578.4,10.27,11.41,227.234,24.278,5578.4,1.09,1.0
ECO10063,7458.1,9.79,11.29,146.639,22.365,7458.1,1.07,1.0
ECO10064,7116.3,9.51,11.23,155.541,22.358,7116.3,1.1,1.0
ECO10065,3170.4,8.81,10.94,135.076,34.671,3170.4,1.13,1.0
ECO10066,7144.5,10.49,12.0,162.59,41.464,7127.3,1.02,1.0
ECO10067,7234.2,10.51,11.74,183.479,21.756,7272.2,1.07,1.0
ECO10068,6496.7,10.11,14.01,180.983,20.431,6701.6,1.07,1.14
ECO10069,6238.6,9.55,11.22,131.543,18.584,6238.6,1.12,1.0
ECO10070,6383.6,9.97,11.3,178.005,18.343,6417.3,1.09,1.0
ECO10071,4564.3,8.91,11.05,235.789,18.132,4564.3,1.14,1.0
ECO10072,6462.1,9.47,11.02,161.145,16.193,6462.1,1.03,1.0
ECO10073,6364.7,10.09,11.42,162.128,16.261,6345.4,1.08,1.0
ECO10074,6442.1,9.99,11.87,162.829,15.954,6617.4,1.12,1.0
ECO10075,6723.1,10.05,11.73,178.201,15.067,6680.6,1.16,1.0
ECO10076,6947.5,10.33,12.95,183.067,15.429,7003.1,1.08,1.0
ECO10077,6410.8,9.67,11.48,162.595,26.735,6410.8,1.1,1.0
ECO10078,6504.6,9.97,11.31,194.837,14.788,6552.1,1.05,1.0
ECO10079,5452.0,10.17,11.47,155.514,13.769,5421.6,1.07,1.0
ECO10080,6725.7,10.01,11.3,197.808,13.942,6725.7,1.1,1.0
ECO10081,7081.6,9.73,13.67,201.145,14.003,7029.9,1.06,1.0
ECO10082,6466.2,10.29,11.5,206.062,13.872,6466.2,1.08,1.0
ECO10083,6727.4,10.01,11.24,162.727,12.952,6727.4,1.12,1.0
ECO10084,6685.7,9.61,11.4,162.775,13.312,6672.0,1.08,1.0
ECO10085,6710.1,10.23,11.51,198.816,13.625,6739.0,1.18,1.0
ECO10086,6768.0,9.59,11.51,198.833,13.542,6739.0,1.07,1.0
ECO10087,7335.6,9.75,11.24,202.127,13.108,7335.6,1.08,1.0
ECO10088,6435.3,9.41,11.21,162.572,3.513,6435.3,1.1,1.0
ECO10089,7227.7,10.09,11.37,201.37,12.484,7227.7,1.08,1.0
ECO10090,5695.9,9.55,11.32,143.463,10.931,5636.2,1.1,1.0
ECO10091,3918.1,9.03,11.03,210.501,10.831,4041.5,1.11,1.0
ECO10092,7460.5,9.39,11.2,211.726,11.145,7460.5,1.1,1.0
ECO10093,4791.7,8.87,10.96,212.206,10.796,4791.7,1.13,1.0
ECO10094,7001.3,10.25,13.77,214.257,10.791,7129.7,1.1,1.0
ECO10095,2923.6,9.41,10.85,146.081,9.985,2923.6,1.05,1.0
ECO10096,6599.8,10.03,11.33,202.044,9.926,6599.8,1.07,1.0
ECO10097,7188.5,9.75,11.33,207.045,10.176,7188.5,1.08,1.0
ECO10098,5755.8,10.07,11.27,162.589,8.747,5755.8,1.07,1.0
ECO10099,7265.6,9.45,11.15,212.658,10.152,7265.6,1.1,1.0
ECO10100,6672.8,10.15,11.32,214.129,10.633,6672.8,1.07,1.0
ECO10101,6939.0,10.09,13.77,214.3,10.612,7129.7,1.12,1.0
ECO10102,3261.4,9.59,12.76,143.774,9.649,3073.6,1.04,1.0
ECO10103,6236.0,10.43,12.89,175.603,8.838,6288.2,1.19,1.0
ECO10104,6174.1,9.71,11.53,210.345,9.167,6027.2,1.07,1.0
ECO10105,6983.9,10.03,11.66,212.143,9.197,7132.6,1.14,1.0
ECO10106,7113.1,10.09,11.55,203.872,8.073,7050.1,1.12,1.0
ECO10107,7167.4,10.21,11.62,214.918,7.538,7220.4,1.09,1.0
ECO10108,7084.8,9.07,11.09,147.325,5.566,7084.8,1.13,1.0
ECO10109,4487.3,10.19,11.43,162.631,20.334,4487.3,1.08,1.0
ECO10110,6714.8,10.19,11.36,157.208,4.961,6714.8,1.15,1.0
ECO10111,7025.2,9.03,11.38,203.019,5.544,7047.6,1.09,1.0
ECO10112,5791.5,9.45,11.08,146.398,4.411,5791.5,1.12,1.0
ECO10113,6478.2,9.89,11.2,165.383,4.377,6478.2,1.07,1.0
ECO10114,6233.6,9.55,11.12,173.781,4.221,6233.6,1.06,1.0
ECO10115,5938.1,9.15,11.01,175.079,4.269,5938.1,1.1,1.0
ECO10116,5515.3,9.03,12.27,180.901,3.756,5602.4,1.11,1.0
ECO10117,6988.3,9.37,11.08,196.117,4.532,6988.3,1.13,1.0
ECO10118,6618.1,9.53,11.2,151.584,3.125,6618.1,1.12,1.0
ECO10119,6485.0,9.85,11.65,184.723,2.992,6546.7,1.06,1.0
ECO10120,6202.2,9.95,11.38,162.636,15.912,6202.2,1.08,1.0
ECO10121,7225.1,9.71,11.1,207.244,3.522,7225.1,1.07,1.0
ECO10122,5479.7,9.87,11.18,161.559,2.556,5479.7,1.06,1.0
ECO10123,6610.9,10.07,11.26,207.999,2.47,6610.9,1.1,1.0
ECO10124,7290.4,9.55,11.3,210.367,2.275,7290.4,1.14,1.0
ECO10125,3212.8,8.71,10.82,134.815,0.392,3212.8,1.22,1.0
ECO10126,7291.0,10.45,11.55,168.011,-0.175,7291.0,1.16,1.0
ECO10127,3807.5,8.65,10.93,168.044,-0.979,3807.5,1.12,1.0
ECO10128,6648.3,10.03,11.28,194.085,29.3,6648.3,1.1,1.0
ECO10129,7155.4,9.65,11.05,195.316,28.872,7155.4,1.05,1.0
ECO10130,7131.4,9.93,13.07,195.483,29.323,7148.6,1.05,1.0
ECO10131,6537.6,10.55,13.47,162.628,8.76,6361.0,1.08,1.0
ECO10132,7091.0,9.55,10.96,195.616,29.487,7091.0,1.06,1.0
ECO10133,5825.0,8.65,10.77,198.981,6.929,5825.0,1.41,1.0
ECO10134,7178.5,8.45,10.84,195.859,31.456,7178.5,1.22,1.0
ECO10135,6014.2,9.21,11.26,144.317,23.936,6071.0,1.12,1.0
ECO10136,6937.5,8.61,14.45,194.46,28.17,6589.0,1.14,1.42
ECO10137,6009.5,9.15,11.01,179.703,45.677,6009.5,1.09,1.0
ECO10138,6376.9,8.53,11.78,198.997,41.499,6338.5,1.17,1.0
ECO10139,6151.0,9.23,11.06,130.126,27.631,6151.0,1.1,1.0
ECO10140,6676.7,9.07,11.83,177.273,27.251,6658.5,1.1,1.0
ECO10141,6572.9,9.51,11.33,177.984,23.812,6572.9,1.08,1.0
ECO10142,6493.1,10.51,11.71,162.709,16.428,6493.1,1.06,1.0
ECO10143,7131.0,9.53,11.67,170.722,-0.931,7148.8,1.08,1.0
ECO10144,5461.6,8.79,10.85,157.229,-0.915,5461.6,1.17,1.0
ECO10145,6414.0,9.25,10.94,202.209,-0.909,6414.0,1.04,1.0
ECO10146,6167.1,8.75,10.83,151.541,-0.667,6167.1,1.19,1.0
ECO10147,6154.8,8.55,10.79,152.681,-0.638,6154.8,1.3,1.0
ECO10148,7425.1,8.49,11.62,213.053,-0.613,7437.1,1.16,1.0
ECO10149,6454.7,8.77,10.77,202.212,-0.365,6454.7,1.35,1.0
ECO10150,6653.5,9.17,12.65,189.058,-0.276,6771.0,1.1,1.0
ECO10151,6190.7,8.61,10.76,159.309,-0.087,6190.7,1.4,1.0
ECO10152,6319.1,9.03,11.86,146.323,-0.03,6302.5,1.04,1.0
ECO10153,6123.1,10.63,11.94,162.744,25.228,6167.3,1.06,1.0
ECO10154,6179.9,8.81,10.85,155.574,0.01,6179.9,1.16,1.0
ECO10155,6331.0,9.25,11.86,146.301,0.036,6302.5,1.08,1.0
ECO10156,6791.8,8.59,10.78,187.421,0.254,6791.8,1.32,1.0
ECO10157,6333.3,8.57,10.85,156.838,0.422,6333.3,1.19,1.0
ECO10158,5944.4,8.77,10.93,200.4,0.573,5944.4,1.16,1.0
ECO10159,7096.6,9.59,11.47,199.251,0.64,7120.2,1.0,1.0
ECO10160,7124.5,9.85,11.13,199.471,0.718,7124.5,1.0,1.0
ECO10161,7064.1,8.71,10.93,208.996,0.754,7064.1,1.16,1.0
ECO10162,7128.3,8.79,10.89,185.977,0.831,7128.3,1.16,1.0
ECO10163,6191.3,8.53,10.81,153.76,0.968,6191.3,1.27,1.0
ECO10164,6475.6,10.21,13.47,162.735,8.759,6361.0,1.11,1.0
ECO10165,7143.6,8.91,10.91,210.508,0.993,7143.6,1.12,1.0
ECO10166,7466.7,8.87,10.84,213.027,1.202,7466.7,1.19,1.0
ECO10167,7447.8,8.85,10.94,140.894,1.386,7447.8,1.15,1.0
ECO10168,6853.2,9.49,13.95,181.105,1.647,5993.4,1.06,1.0
ECO10169,7317.2,8.69,10.78,216.9,1.879,7317.2,1.34,1.0
ECO10170,7094.7,8.39,11.24,210.345,1.991,7165.4,1.39,1.0
ECO10171,5796.5,8.73,10.96,178.141,2.027,5796.5,1.1,1.0
ECO10172,6155.8,9.31,11.11,180.305,2.05,6048.9,1.08,1.0
ECO10173,7154.0,9.31,13.36,207.978,2.438,7047.2,1.12,1.0
